id	ledger_id	kind	url	title	version_note	retrieved	digest	note
S0415	browser-realtime/01	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/WebSocket Attacks/Other attacks via WebSockets 27f2c37daa29808c90d6ec64972e4cdc.md	Other attacks via WebSockets 27f2c37daa29808c90d6ec64972e4cdc.md		2026-08-28	sha256:ffbccce8c5119e4c4dc32a52383a593e2f8cb2ef996541d74c18cef315922e79	
S0416	browser-realtime/01	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/10-Testing_WebSockets.md	OWASP WSTG WSTG-CLNT-10 -- Testing WebSockets	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:84a530d9b2c4547059335c2a6c2f39cd5b1584e77b7dad4bad5cfa1e973fe4a9	
S0417	browser-realtime/01	external	https://raw.githubusercontent.com/OWASP/ASVS/v5.0.0_release/5.0/docs_en/OWASP_Application_Security_Verification_Standard_5.0.0_en.flat.json	OWASP ASVS 5.0.0, requirement v5.0.0-4.4.2 (the Origin header field is checked at the initial HTTP WebSocket handshake)	v5.0.0_release, fetched 2026-08-28	2026-08-28	sha256:8201b20eec2908c3380ac600c91c8ba746346fbb808859366abb232027532311	
S0418	browser-realtime/01	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0419	browser-realtime/02	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/WebSocket Attacks/Other attacks via WebSockets 27f2c37daa29808c90d6ec64972e4cdc.md	Other attacks via WebSockets 27f2c37daa29808c90d6ec64972e4cdc.md		2026-08-28	sha256:ffbccce8c5119e4c4dc32a52383a593e2f8cb2ef996541d74c18cef315922e79	
S0420	browser-realtime/02	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/10-Testing_WebSockets.md	OWASP WSTG WSTG-CLNT-10 -- Testing WebSockets	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:84a530d9b2c4547059335c2a6c2f39cd5b1584e77b7dad4bad5cfa1e973fe4a9	
S0421	browser-realtime/02	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0422	browser-realtime/03	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/WebSocket Attacks/Other attacks via WebSockets 27f2c37daa29808c90d6ec64972e4cdc.md	Other attacks via WebSockets 27f2c37daa29808c90d6ec64972e4cdc.md		2026-08-28	sha256:ffbccce8c5119e4c4dc32a52383a593e2f8cb2ef996541d74c18cef315922e79	
S0423	browser-realtime/03	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/10-Testing_WebSockets.md	OWASP WSTG WSTG-CLNT-10 -- Testing WebSockets	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:84a530d9b2c4547059335c2a6c2f39cd5b1584e77b7dad4bad5cfa1e973fe4a9	
S0424	browser-realtime/03	external	https://raw.githubusercontent.com/OWASP/ASVS/v5.0.0_release/5.0/docs_en/OWASP_Application_Security_Verification_Standard_5.0.0_en.flat.json	OWASP ASVS 5.0.0, requirement v5.0.0-4.4.3 (where the application's standard session management cannot be used for a socket, dedicated tokens must meet the session-management requirements)	v5.0.0_release, fetched 2026-08-28	2026-08-28	sha256:8201b20eec2908c3380ac600c91c8ba746346fbb808859366abb232027532311	
S0425	browser-realtime/03	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0426	browser-realtime/04	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/10-Testing_WebSockets.md	OWASP WSTG WSTG-CLNT-10 -- Testing WebSockets	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:84a530d9b2c4547059335c2a6c2f39cd5b1584e77b7dad4bad5cfa1e973fe4a9	
S0427	browser-realtime/04	external	https://raw.githubusercontent.com/OWASP/ASVS/v5.0.0_release/5.0/docs_en/OWASP_Application_Security_Verification_Standard_5.0.0_en.flat.json	OWASP ASVS 5.0.0, requirements v5.0.0-4.4.3, v5.0.0-4.4.4 (dedicated WebSocket session tokens must be obtained or validated through the previously authenticated HTTPS session)	v5.0.0_release, fetched 2026-08-28	2026-08-28	sha256:8201b20eec2908c3380ac600c91c8ba746346fbb808859366abb232027532311	
S0428	browser-realtime/04	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0429	browser-script/01	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/XSS 98f56b0916394dc7b529ed7c68af95db.md	XSS 98f56b0916394dc7b529ed7c68af95db.md		2026-08-28	sha256:5020cb9511d37066fe1c86c5d7e1c2e624402a3e4d87ecefe7d67b90fd6dceb9	
S0430	browser-script/01	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/DOM Vulnerabilities 27f2c37daa298033a94af7849022bad9.md	DOM Vulnerabilities 27f2c37daa298033a94af7849022bad9.md		2026-08-28	sha256:56ca611b869b73d7be3ec4573e6cb42ae081ceb339ab362d5d63b8aaad27cc56	
S0431	browser-script/01	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/CORS/XSSI 5e91d320e63d44deb80d446ab6a81fd1.md	XSSI 5e91d320e63d44deb80d446ab6a81fd1.md		2026-08-28	sha256:7086e37fa0ad8734544d2be89c4523909293561317bf9a6f37d613231bfa5699	
S0432	browser-script/01	local	~/Downloads/Personal-Knowledge-Base/3. Completed/XSS/xss.md	xss.md		2026-08-28	sha256:503b92c877ba1bf3403869227e366baf0250bd4bd5f9cd0e503074806761f6dd	
S0433	browser-script/01	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/xss-cross-site-scripting/README.md	HackTricks -- XSS (Cross Site Scripting)	master branch, fetched 2026-08-28	2026-08-28	sha256:bbaae4b23f56809aa7968e2ecaa6de24882de9e6c1a387823362b3637545d36c	
S0434	browser-script/01	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/01-Testing_for_DOM-based_Cross_Site_Scripting.md	OWASP WSTG WSTG-CLNT-01 -- Testing for DOM Based Cross Site Scripting	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:26e29f1f6ff7582f7d07a68dbf987a4bd21a2c313bef40073a6d9505936dbf70	
S0435	browser-script/01	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0436	browser-script/02	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/Dangling Markup d51af4ee29614630a89ac971b6349427.md	Dangling Markup d51af4ee29614630a89ac971b6349427.md		2026-08-28	sha256:6811170475b3edb91798792b1c21f4e57a80f5480a02881fbcbe2e5bc5e148aa	
S0437	browser-script/02	local	~/Downloads/Personal-Knowledge-Base/3. Completed/XSS/xss.md	xss.md		2026-08-28	sha256:503b92c877ba1bf3403869227e366baf0250bd4bd5f9cd0e503074806761f6dd	
S0438	browser-script/02	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/dangling-markup-html-scriptless-injection/README.md	HackTricks -- Dangling markup / HTML scriptless injection	master branch, fetched 2026-08-28	2026-08-28	sha256:5717be2b5de960c2cce7fad1b5b24a7d70462a3b4e31891670a6771fedac2728	
S0439	browser-script/02	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/03-Testing_for_HTML_Injection.md	OWASP WSTG WSTG-CLNT-03 -- Testing for HTML Injection	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:63f50f47da9ef7bb2fdd746df53d5f9d194ee8b1dad1093056534355567e35a0	
S0440	browser-script/02	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0441	browser-script/03	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/Open Redirection d78d8ea8eab349c7a4e677715fbfa4fe.md	Open Redirection d78d8ea8eab349c7a4e677715fbfa4fe.md		2026-08-28	sha256:8634688fafd91a9db195fac32f5b0ae30dfe25d4869e2fa5705be5c7949b24d8	
S0442	browser-script/03	local	~/Downloads/Personal-Knowledge-Base/3. Completed/Dom-based vulns/DOM-based vulnerabilities.md	DOM-based vulnerabilities.md		2026-08-28	sha256:ca9a7260107768c66f8f3ecf22410af405378bb57f1a731f7959b936a68eda40	
S0443	browser-script/03	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/01-Testing_for_DOM-based_Cross_Site_Scripting.md	OWASP WSTG WSTG-CLNT-01 -- Testing for DOM Based Cross Site Scripting	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:26e29f1f6ff7582f7d07a68dbf987a4bd21a2c313bef40073a6d9505936dbf70	
S0444	browser-script/03	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/04-Testing_for_Client-side_URL_Redirect.md	OWASP WSTG WSTG-CLNT-04 -- Testing for Client-Side URL Redirect	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:cebbf149481115c033fea76afafedbd4e79da7bccf3cb0f2f9adfb361d97a957	
S0445	browser-script/03	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0446	browser-script/04	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/Dangling Markup d51af4ee29614630a89ac971b6349427.md	Dangling Markup d51af4ee29614630a89ac971b6349427.md		2026-08-28	sha256:6811170475b3edb91798792b1c21f4e57a80f5480a02881fbcbe2e5bc5e148aa	
S0447	browser-script/04	local	~/Downloads/Personal-Knowledge-Base/3. Completed/XSS/xss.md	xss.md		2026-08-28	sha256:503b92c877ba1bf3403869227e366baf0250bd4bd5f9cd0e503074806761f6dd	
S0448	browser-script/04	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/LLM 27f2c37daa298046bfefcde16a6b5fbc.md	LLM 27f2c37daa298046bfefcde16a6b5fbc.md		2026-08-28	sha256:bab03d606838baddfb86f279ccc6b75f8a78a6814a881753a36d3e54ac7a5472	
S0449	browser-script/04	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/xss-cross-site-scripting/README.md	HackTricks -- XSS (Cross Site Scripting)	master branch, fetched 2026-08-28	2026-08-28	sha256:bbaae4b23f56809aa7968e2ecaa6de24882de9e6c1a387823362b3637545d36c	
S0450	browser-script/04	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/07-Input_Validation_Testing/01-Testing_for_Reflected_Cross_Site_Scripting.md	OWASP WSTG WSTG-INPV-01 -- Testing for Reflected Cross Site Scripting	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:5342ab92c7c48bcf8ecb5b80a8b4ffa1402ddfb8b7055286094914d399dd1a72	
S0451	browser-script/04	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/03-Testing_for_HTML_Injection.md	OWASP WSTG WSTG-CLNT-03 -- Testing for HTML Injection	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:63f50f47da9ef7bb2fdd746df53d5f9d194ee8b1dad1093056534355567e35a0	
S0452	browser-script/04	external	https://raw.githubusercontent.com/OWASP/ASVS/v5.0.0_release/5.0/docs_en/OWASP_Application_Security_Verification_Standard_5.0.0_en.flat.json	OWASP ASVS 5.0.0, requirement v5.0.0-1.2.1 (output encoding for an HTML document is relevant for the context required)	v5.0.0_release, fetched 2026-08-28	2026-08-28	sha256:8201b20eec2908c3380ac600c91c8ba746346fbb808859366abb232027532311	
S0453	browser-script/04	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0454	browser-script/05	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/XSS 98f56b0916394dc7b529ed7c68af95db.md	XSS 98f56b0916394dc7b529ed7c68af95db.md		2026-08-28	sha256:5020cb9511d37066fe1c86c5d7e1c2e624402a3e4d87ecefe7d67b90fd6dceb9	
S0455	browser-script/05	local	~/Downloads/Personal-Knowledge-Base/3. Completed/Dom-based vulns/DOM-based vulnerabilities.md	DOM-based vulnerabilities.md		2026-08-28	sha256:ca9a7260107768c66f8f3ecf22410af405378bb57f1a731f7959b936a68eda40	
S0456	browser-script/05	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/01-Testing_for_DOM-based_Cross_Site_Scripting.md	OWASP WSTG WSTG-CLNT-01 -- Testing for DOM Based Cross Site Scripting	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:26e29f1f6ff7582f7d07a68dbf987a4bd21a2c313bef40073a6d9505936dbf70	
S0457	browser-script/05	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0458	browser-script/06	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/WAF Bypasses dc417f1faca948c08da7ed02bff6ceab.md	WAF Bypasses dc417f1faca948c08da7ed02bff6ceab.md		2026-08-28	sha256:988184cf25846a9f834db4bbedd0d52528c1340d45245ed289afaf7373d20fee	
S0459	browser-script/06	local	~/Downloads/Personal-Knowledge-Base/3. Completed/XSS/xss.md	xss.md		2026-08-28	sha256:503b92c877ba1bf3403869227e366baf0250bd4bd5f9cd0e503074806761f6dd	
S0460	browser-script/06	external	https://jlajara.gitlab.io/Bypass_WAF_Unicode	Bypass WAFs with Unicode characters (cited in the source note)	cited by the source; page date not read by this ledger	2026-08-28	sha256:9d812487bc5c0c57a1e819279ddc8af434fe5e90bd434fdf109eb672ca15453e	
S0461	browser-script/06	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/03-Testing_for_HTML_Injection.md	OWASP WSTG WSTG-CLNT-03 -- Testing for HTML Injection	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:63f50f47da9ef7bb2fdd746df53d5f9d194ee8b1dad1093056534355567e35a0	
S0462	browser-script/06	external	https://raw.githubusercontent.com/OWASP/ASVS/v5.0.0_release/5.0/docs_en/OWASP_Application_Security_Verification_Standard_5.0.0_en.flat.json	OWASP ASVS 5.0.0, requirement v5.0.0-1.1.1 (decoded into a canonical form only once, before further processing)	v5.0.0_release, fetched 2026-08-28	2026-08-28	sha256:8201b20eec2908c3380ac600c91c8ba746346fbb808859366abb232027532311	
S0463	browser-script/06	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0464	browser-script/07	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/XSS 98f56b0916394dc7b529ed7c68af95db.md	XSS 98f56b0916394dc7b529ed7c68af95db.md		2026-08-28	sha256:5020cb9511d37066fe1c86c5d7e1c2e624402a3e4d87ecefe7d67b90fd6dceb9	
S0465	browser-script/07	local	~/Downloads/Personal-Knowledge-Base/3. Completed/Dom-based vulns/DOM-based vulnerabilities.md	DOM-based vulnerabilities.md		2026-08-28	sha256:ca9a7260107768c66f8f3ecf22410af405378bb57f1a731f7959b936a68eda40	
S0466	browser-script/07	external	https://mizu.re/post/exploring-the-dompurify-library-bypasses-and-fixes	Exploring the DOMPurify library: bypasses and fixes	2024-11-17	2026-08-28	sha256:9f4d52e61864fffc45a6e7218b33e1c3e151a7a1e617c2c4575aad3691201464	
S0467	browser-script/07	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/01-Testing_for_DOM-based_Cross_Site_Scripting.md	OWASP WSTG WSTG-CLNT-01 -- Testing for DOM Based Cross Site Scripting	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:26e29f1f6ff7582f7d07a68dbf987a4bd21a2c313bef40073a6d9505936dbf70	
S0468	browser-script/07	external	https://raw.githubusercontent.com/OWASP/ASVS/v5.0.0_release/5.0/docs_en/OWASP_Application_Security_Verification_Standard_5.0.0_en.flat.json	OWASP ASVS 5.0.0, requirement v5.0.0-1.2.1 (output encoding relevant for the context required)	v5.0.0_release, fetched 2026-08-28	2026-08-28	sha256:8201b20eec2908c3380ac600c91c8ba746346fbb808859366abb232027532311	
S0469	browser-script/07	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0470	browser-script/08	local	~/Downloads/Personal-Knowledge-Base/3. Completed/XSS/xss.md	xss.md		2026-08-28	sha256:503b92c877ba1bf3403869227e366baf0250bd4bd5f9cd0e503074806761f6dd	
S0471	browser-script/08	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/07-Input_Validation_Testing/01-Testing_for_Reflected_Cross_Site_Scripting.md	OWASP WSTG WSTG-INPV-01 -- Testing for Reflected Cross Site Scripting	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:5342ab92c7c48bcf8ecb5b80a8b4ffa1402ddfb8b7055286094914d399dd1a72	
S0472	browser-script/08	external	https://raw.githubusercontent.com/OWASP/ASVS/v5.0.0_release/5.0/docs_en/OWASP_Application_Security_Verification_Standard_5.0.0_en.flat.json	OWASP ASVS 5.0.0, requirement v5.0.0-1.1.1 (input is decoded or unescaped into a canonical form ONLY ONCE, and only when encoded data in that form is expected)	v5.0.0_release, fetched 2026-08-28	2026-08-28	sha256:8201b20eec2908c3380ac600c91c8ba746346fbb808859366abb232027532311	
S0473	browser-script/08	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0474	browser-script/09	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/DOM Vulnerabilities 27f2c37daa298033a94af7849022bad9.md	DOM Vulnerabilities 27f2c37daa298033a94af7849022bad9.md		2026-08-28	sha256:56ca611b869b73d7be3ec4573e6cb42ae081ceb339ab362d5d63b8aaad27cc56	
S0475	browser-script/09	local	~/Downloads/Personal-Knowledge-Base/3. Completed/Dom-based vulns/DOM-based vulnerabilities.md	DOM-based vulnerabilities.md		2026-08-28	sha256:ca9a7260107768c66f8f3ecf22410af405378bb57f1a731f7959b936a68eda40	
S0476	browser-script/09	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/01-Testing_for_DOM-based_Cross_Site_Scripting.md	OWASP WSTG WSTG-CLNT-01 -- Testing for DOM Based Cross Site Scripting	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:26e29f1f6ff7582f7d07a68dbf987a4bd21a2c313bef40073a6d9505936dbf70	
S0477	browser-script/09	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0478	browser-script/10	local	~/Downloads/Personal-Knowledge-Base/3. Completed/XSS/xss.md	xss.md		2026-08-28	sha256:503b92c877ba1bf3403869227e366baf0250bd4bd5f9cd0e503074806761f6dd	
S0479	browser-script/10	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/xss-cross-site-scripting/README.md	HackTricks -- XSS (Cross Site Scripting)	master branch, fetched 2026-08-28	2026-08-28	sha256:bbaae4b23f56809aa7968e2ecaa6de24882de9e6c1a387823362b3637545d36c	
S0480	browser-script/10	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/07-Input_Validation_Testing/01-Testing_for_Reflected_Cross_Site_Scripting.md	OWASP WSTG WSTG-INPV-01 -- Testing for Reflected Cross Site Scripting	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:5342ab92c7c48bcf8ecb5b80a8b4ffa1402ddfb8b7055286094914d399dd1a72	
S0481	browser-script/10	external	https://raw.githubusercontent.com/OWASP/ASVS/v5.0.0_release/5.0/docs_en/OWASP_Application_Security_Verification_Standard_5.0.0_en.flat.json	OWASP ASVS 5.0.0, requirement v5.0.0-1.2.1 (output encoding relevant for the context -- HTML element, HTML attribute, comment, CSS or HTTP header field)	v5.0.0_release, fetched 2026-08-28	2026-08-28	sha256:8201b20eec2908c3380ac600c91c8ba746346fbb808859366abb232027532311	
S0482	browser-script/10	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0483	browser-script/11	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/XSS 98f56b0916394dc7b529ed7c68af95db.md	XSS 98f56b0916394dc7b529ed7c68af95db.md		2026-08-28	sha256:5020cb9511d37066fe1c86c5d7e1c2e624402a3e4d87ecefe7d67b90fd6dceb9	
S0484	browser-script/11	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/Dangling Markup d51af4ee29614630a89ac971b6349427.md	Dangling Markup d51af4ee29614630a89ac971b6349427.md		2026-08-28	sha256:6811170475b3edb91798792b1c21f4e57a80f5480a02881fbcbe2e5bc5e148aa	
S0485	browser-script/11	local	~/Downloads/Personal-Knowledge-Base/3. Completed/Dom-based vulns/DOM-based vulnerabilities.md	DOM-based vulnerabilities.md		2026-08-28	sha256:ca9a7260107768c66f8f3ecf22410af405378bb57f1a731f7959b936a68eda40	
S0486	browser-script/11	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/dangling-markup-html-scriptless-injection/README.md	HackTricks -- Dangling markup / HTML scriptless injection	master branch, fetched 2026-08-28	2026-08-28	sha256:5717be2b5de960c2cce7fad1b5b24a7d70462a3b4e31891670a6771fedac2728	
S0487	browser-script/11	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/11-Client-side_Testing/03-Testing_for_HTML_Injection.md	OWASP WSTG WSTG-CLNT-03 -- Testing for HTML Injection	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:63f50f47da9ef7bb2fdd746df53d5f9d194ee8b1dad1093056534355567e35a0	
S0488	browser-script/11	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0489	browser-script/12	local	~/Downloads/Personal-Knowledge-Base/3. Completed/XSS/xss.md	xss.md		2026-08-28	sha256:503b92c877ba1bf3403869227e366baf0250bd4bd5f9cd0e503074806761f6dd	
S0490	browser-script/12	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/Sign Up (Login Register) c997cffedd9f4a6db32f0ec8efa8d44b.md	Sign Up (Login Register) c997cffedd9f4a6db32f0ec8efa8d44b.md		2026-08-28	sha256:ef44525699ef8e2253a5a539c9bcd240346e9c10d9133da0804cd673040396ac	
S0491	browser-script/12	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/07-Input_Validation_Testing/02-Testing_for_Stored_Cross_Site_Scripting.md	OWASP WSTG WSTG-INPV-02 -- Testing for Stored Cross Site Scripting	master branch, fetched 2026-08-28; the page states its own id in its ID table	2026-08-28	sha256:5e81c7de4c57c0bf5300f42eb4fe28522d32b30581776f519ac62429cfeb80ed	
S0492	browser-script/12	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment, Appendix B section 3.2 (the halt shape every stop_conditions string in this file reuses)	September 2008	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0493	cms/01	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/Sign Up (Login Register) c997cffedd9f4a6db32f0ec8efa8d44b.md	Sign Up (Login Register) c997cffedd9f4a6db32f0ec8efa8d44b.md		2026-08-28	sha256:ef44525699ef8e2253a5a539c9bcd240346e9c10d9133da0804cd673040396ac	
