source	sha256	disposition	replacement	verification	rationale
playbooks/cms/README.md	0c571fc8a6eb48eaec50eb39e46e851273ae285782700a778e61b8517ad196c9	rewritten	playbook:cms	tests/test_playbook.py	a platform or supply-chain topic, authored as a production Playbook with fixtures and an evaluation
playbooks/cms/cms-drupal.md	25f9f387c0d94e889e4272ff8873a0f949a5ccde457be8096f9848515aff2cae	absorbed	reference:playbooks/cms/references/cms-drupal.md	tests/test_playbook.py	reference material for cms, attached to that one Playbook rather than loaded for every Agent
playbooks/cms/cms-joomla.md	2a08c9d0d01f51caa257c47036db32cfcdf8e9238a66bdccba9b1f401ff9a5be	absorbed	reference:playbooks/cms/references/cms-joomla.md	tests/test_playbook.py	reference material for cms, attached to that one Playbook rather than loaded for every Agent
playbooks/cms/cms-wordpress.md	119e1bb7d9034b5e4f59a7249e692248a52c6536983920eb00055c5c336b47e0	absorbed	reference:playbooks/cms/references/cms-wordpress.md	tests/test_playbook.py	reference material for cms, attached to that one Playbook rather than loaded for every Agent
playbooks/code-review/README.md	2b36cb48456562bcdf0a93f2fb405ae6a7dd884f3a0a9ae6d2b8e757bcbc6ed0	absorbed	reference:skills/analyse-source/references/code-review.md	tests/test_skill.py	not a web or API Playbook: source review is how the JS analyst reads an artifact, so the topic becomes that Skill's reference
playbooks/code-review/sinks-csharp.md	5e2ecbb84526c619c2c7e95b0c37136d0aef5db1b58c87c9e25b2b9e31aae497	absorbed	reference:skills/analyse-source/references/sinks-csharp.md	tests/test_skill.py	a language sink list, attached to the Skill that reads source rather than loaded for every Agent
playbooks/code-review/sinks-go.md	09b81fc4833b8d62816569db7e21ea1d15815b931f17bb7f45c0721c734323ff	absorbed	reference:skills/analyse-source/references/sinks-go.md	tests/test_skill.py	a language sink list, attached to the Skill that reads source rather than loaded for every Agent
playbooks/code-review/sinks-java.md	0b9495dacf464dc8ac55662e0d5bf099f993d4232e08c007a9f29863dca14878	absorbed	reference:skills/analyse-source/references/sinks-java.md	tests/test_skill.py	a language sink list, attached to the Skill that reads source rather than loaded for every Agent
playbooks/code-review/sinks-js.md	5b8b0bdf568492c44071e90006b45e03e02b475930c0dfded472df6534d26505	absorbed	reference:skills/analyse-source/references/sinks-js.md	tests/test_skill.py	a language sink list, attached to the Skill that reads source rather than loaded for every Agent
playbooks/code-review/sinks-kotlin.md	a84f398266899c559094cbde1d38d29180032a0737d92433ce5a85e904bcec27	absorbed	reference:skills/analyse-source/references/sinks-kotlin.md	tests/test_skill.py	a language sink list, attached to the Skill that reads source rather than loaded for every Agent
playbooks/code-review/sinks-php.md	f701877d9ca3105797f92cfcf8bef4fbec3374643d5f73d621bff79eb79aac46	absorbed	reference:skills/analyse-source/references/sinks-php.md	tests/test_skill.py	a language sink list, attached to the Skill that reads source rather than loaded for every Agent
playbooks/code-review/sinks-python.md	58a55ee45623c9d25c9f9ee4f3c3e6ba33be76bd3f4cdee59b2c914c08e9b475	absorbed	reference:skills/analyse-source/references/sinks-python.md	tests/test_skill.py	a language sink list, attached to the Skill that reads source rather than loaded for every Agent
playbooks/code-review/sinks-ruby.md	18b8cce54c8b6c35ab60c87aaeeb4594db77a1654889d5549e5056e297c91e24	absorbed	reference:skills/analyse-source/references/sinks-ruby.md	tests/test_skill.py	a language sink list, attached to the Skill that reads source rather than loaded for every Agent
playbooks/code-review/sinks-rust.md	0c3c4ce867d98dd833d928f712ceb98ea096c4186a29ad231616c3fb6016f18c	absorbed	reference:skills/analyse-source/references/sinks-rust.md	tests/test_skill.py	a language sink list, attached to the Skill that reads source rather than loaded for every Agent
playbooks/command-directory-injection/README.md	ab3c75ad59bd4fe50144083b823634aa7f49f941ddbaa3697d6600f550ac9d2d	rewritten	playbook:command-directory-injection	tests/test_playbook.py	an injection topic, authored as a production Playbook with fixtures and an evaluation
playbooks/command-directory-injection/command-injection-filter-bypass.md	221c97bafe8031f7a9ffbcc62b3b3929a1e3caa66ea8f194ae07a323bccc7e62	absorbed	reference:playbooks/command-directory-injection/references/command-injection-filter-bypass.md	tests/test_playbook.py	reference material for command-directory-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/command-directory-injection/ldap-injections.md	d54c162ab856fd13e996c4157e741db9e819845749c828597d88289f8b8b1b77	absorbed	reference:playbooks/command-directory-injection/references/ldap-injections.md	tests/test_playbook.py	reference material for command-directory-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/command-directory-injection/os-command-injection.md	f0327f83b647175ed67da187ba67b4155565b2260fe4ab29eb0e436e5b501512	absorbed	reference:playbooks/command-directory-injection/references/os-command-injection.md	tests/test_playbook.py	reference material for command-directory-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/command-directory-injection/shells.md	e0b716382243114b90166ec91feff61d28fbce112575e18cb94bcb4dec369961	absorbed	reference:playbooks/command-directory-injection/references/shells.md	tests/test_playbook.py	reference material for command-directory-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/command-directory-injection/xxe.md	948cc8da79e80c25c95185c4d8109381a707e8f58d357def3df0dde19802bd6a	absorbed	reference:playbooks/command-directory-injection/references/xxe.md	tests/test_playbook.py	reference material for command-directory-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/cookies/README.md	75520874aa3eef85ace53cbc36dd820dd30d616710e6ed2c9252957f47e0b750	rewritten	playbook:cookies	tests/test_playbook.py	an authentication or Identity topic, authored as a production Playbook with fixtures and an evaluation
playbooks/deployment/README.md	d1d2c6dc78f2381914ad90a3d0e056031be03fdf68640754e1bfb0fc8b352261	rewritten	playbook:deployment	tests/test_playbook.py	a platform or supply-chain topic, authored as a production Playbook with fixtures and an evaluation
playbooks/deployment/apache-tomcat.md	3fff88428ced245bb3d51d8c3b0721b9a4a3cb48a0a75c8a9037e947294e63d7	absorbed	reference:playbooks/deployment/references/apache-tomcat.md	tests/test_playbook.py	reference material for deployment, attached to that one Playbook rather than loaded for every Agent
playbooks/deployment/http-attacks-tls-attacks.md	77923d2567548fb14ce7f71617fc2e96b0b6fb1641c3900b3fbc747856ef5a39	absorbed	reference:playbooks/deployment/references/http-attacks-tls-attacks.md	tests/test_playbook.py	reference material for deployment, attached to that one Playbook rather than loaded for every Agent
playbooks/deserialization/README.md	1ce0fa2fe754698c13a37ccd0af06c584083f4c7b3dbcfa715f4a06baffffae0	rewritten	playbook:deserialization	tests/test_playbook.py	a server-side, file or disclosure topic, authored as a production Playbook with fixtures and an evaluation
playbooks/deserialization/deserialization-attacks.md	2ada10785377ec3bc8914f30368e03180d44a740b7388de5e2145090d279f5ad	absorbed	reference:playbooks/deserialization/references/deserialization-attacks.md	tests/test_playbook.py	reference material for deserialization, attached to that one Playbook rather than loaded for every Agent
playbooks/exceptional-conditions/README.md	8323e0c6cbc7a957431450e1415630b7d23dcb7027a1d627a69a5d0818f8648f	rewritten	playbook:exceptional-conditions	tests/test_playbook.py	a server-side, file or disclosure topic, authored as a production Playbook with fixtures and an evaluation
playbooks/external-resources/README.md	f8e43012f259bf2db19152a3660c5bedc88fa666de7dd0f1a91ad58bb0014d2f	rewritten	playbook:external-resources	tests/test_playbook.py	a browser or client-side topic, authored as a production Playbook with fixtures and an evaluation
playbooks/external-resources/broken-link-hijacking.md	50095b40044eaaa717d3c3433381cdb8ba5d9d5cb54cf72007a396aca0422d8c	absorbed	reference:playbooks/external-resources/references/broken-link-hijacking.md	tests/test_playbook.py	reference material for external-resources, attached to that one Playbook rather than loaded for every Agent
playbooks/file-resolution/README.md	cd47919963174d0c422b9e253ab0002d171d3df7b85d71033a09dfd0c727976d	rewritten	playbook:file-resolution	tests/test_playbook.py	a server-side, file or disclosure topic, authored as a production Playbook with fixtures and an evaluation
playbooks/file-resolution/lfi.md	a81b941ce05380bd781a104e4e0c06db9ce5382d4250cf534fdd2d25839e92d3	absorbed	reference:playbooks/file-resolution/references/lfi.md	tests/test_playbook.py	reference material for file-resolution, attached to that one Playbook rather than loaded for every Agent
playbooks/file-resolution/path-traversal-encoding-variants.md	550b4129d5d1b0e126c6327ae44856d1ff83825d26d58cc33e2b361aa088dc06	absorbed	reference:playbooks/file-resolution/references/path-traversal-encoding-variants.md	tests/test_playbook.py	reference material for file-resolution, attached to that one Playbook rather than loaded for every Agent
playbooks/file-resolution/php-filter-chain-lfi-rce.md	967c6c5d170abdbebc0ff387b2e937058f8bade6a920cb409acc53d904c868d4	absorbed	reference:playbooks/file-resolution/references/php-filter-chain-lfi-rce.md	tests/test_playbook.py	reference material for file-resolution, attached to that one Playbook rather than loaded for every Agent
playbooks/file-upload/README.md	737226897ebe2501afbabaa5392464c4885cc6b58249fe9cfab7615a6336f97e	rewritten	playbook:file-upload	tests/test_playbook.py	a server-side, file or disclosure topic, authored as a production Playbook with fixtures and an evaluation
playbooks/file-upload/file-upload.md	3dcecb5faaa6a87c51519c90cf492c4c72b98debb812df3a6793163fef958fa8	absorbed	reference:playbooks/file-upload/references/file-upload.md	tests/test_playbook.py	reference material for file-upload, attached to that one Playbook rather than loaded for every Agent
playbooks/graphql/README.md	1681faddf7e45dee6c736d1e9b1c6f0b5cfd71b4697bcbac6c902d3f95697b95	rewritten	playbook:graphql	tests/test_playbook.py	a general API or realtime surface topic, authored as a production Playbook with fixtures and an evaluation
playbooks/graphql/api-graphql.md	bfc1c360b3278e6b5bf6c2e6682a01b0ec267f8cac5ed0fc199f0a168cd5dd32	absorbed	reference:playbooks/graphql/references/api-graphql.md	tests/test_playbook.py	reference material for graphql, attached to that one Playbook rather than loaded for every Agent
playbooks/grpc/README.md	00d71e543dbbf9e59b3270ee999df6e96d71073aa54334ab3e47969e7b473c20	rewritten	playbook:grpc	tests/test_playbook.py	a general API or realtime surface topic, authored as a production Playbook with fixtures and an evaluation
playbooks/http-desync/README.md	c8dc4a78474b59d3f1e20418dc23bb7001a2bcc4868506c6ed1f23ccb1a4e937	rewritten	playbook:http-desync	tests/test_playbook.py	an HTTP integrity or parsing topic, authored as a production Playbook with fixtures and an evaluation
playbooks/http-desync/http-attacks-http-2-downgrading.md	dda820c76a099ad6dc9b83a97b975087db57cc42097f44b28d77ae1b8c0946eb	absorbed	reference:playbooks/http-desync/references/http-attacks-http-2-downgrading.md	tests/test_playbook.py	reference material for http-desync, attached to that one Playbook rather than loaded for every Agent
playbooks/http-desync/http-attacks-request-smuggling-and-http-desync.md	dbc50b2778092cdebe89328f1377331d4024e75ac04d2ee76e6a17744597195a	absorbed	reference:playbooks/http-desync/references/http-attacks-request-smuggling-and-http-desync.md	tests/test_playbook.py	reference material for http-desync, attached to that one Playbook rather than loaded for every Agent
playbooks/http-desync/proxy-tunnels.md	73db0100f6ca86d5913d0b4966658f4069bdba34f8124295a207fcf2e45b2071	absorbed	reference:playbooks/http-desync/references/proxy-tunnels.md	tests/test_playbook.py	reference material for http-desync, attached to that one Playbook rather than loaded for every Agent
playbooks/identity-lifecycle/README.md	5f3667201c09ce816c47fb76e399995954123b805290c9305500489e4ff42bfd	rewritten	playbook:identity-lifecycle	tests/test_playbook.py	an authentication or Identity topic, authored as a production Playbook with fixtures and an evaluation
playbooks/identity-parsing/README.md	3a4c56fb00e821ee94d17e0fd04b98ae8dcaeffacdd3fe9d10d9ca2de5b3a06e	rewritten	playbook:identity-parsing	tests/test_playbook.py	an authentication or Identity topic, authored as a production Playbook with fixtures and an evaluation
playbooks/identity-parsing/saml.md	ba4e8ed33e7429b1e97f00657034b72ec6e8539f5720a163b22f0d94492f3dde	absorbed	reference:playbooks/identity-parsing/references/saml.md	tests/test_playbook.py	reference material for identity-parsing, attached to that one Playbook rather than loaded for every Agent
playbooks/index.md	74a2e64a234e0958bc5e5c94c20c1b89c7b58ebd483b5749785e4c42b605d919	superseded	control:playbook	tests/test_playbook.py	selection is by Property class against the Surface, so a hand-kept index has nothing to route
playbooks/information-disclosure/README.md	667d6be14b9f4b9fa7ad9e3a5399a87d1150318d0b29908910722bef44e1f248	rewritten	playbook:information-disclosure	tests/test_playbook.py	a server-side, file or disclosure topic, authored as a production Playbook with fixtures and an evaluation
playbooks/jwt-jose/README.md	44c84ac62a9e283a06b96853610b8f6f2f5c89f73fa25a5d0ce77210bfd1b49a	rewritten	playbook:jwt-jose	tests/test_playbook.py	an authentication or Identity topic, authored as a production Playbook with fixtures and an evaluation
playbooks/jwt-jose/jwt.md	c907a43405036214c1a8456711da42a26d618e4761c8fea759ed65b88914fe4c	absorbed	reference:playbooks/jwt-jose/references/jwt.md	tests/test_playbook.py	reference material for jwt-jose, attached to that one Playbook rather than loaded for every Agent
playbooks/kubernetes/README.md	9510206c161f494a197f033e7fafd4f6054118657e4c2f01a538ef493146419b	rewritten	playbook:kubernetes	tests/test_playbook.py	a platform or supply-chain topic, authored as a production Playbook with fixtures and an evaluation
playbooks/log.md	c8f58e68b27f9743ca0aa1d7ef76130959bb85a5d14b8a46926a99d501b96071	superseded	control:state	tests/test_state.py	a Program's own records are the log, read by label and bounded, so a shared file cannot drift from them
playbooks/logging/README.md	ac28e55bfea689f6f87aeac1b57a2dd6b1fa053bffe1044935603dbce26160dd	rewritten	playbook:logging	tests/test_playbook.py	a platform or supply-chain topic, authored as a production Playbook with fixtures and an evaluation
playbooks/nosql-injection/README.md	bf9a5424db0661676094c3b5c8e07e39c6926f450e6c395d2d782a8e346c7989	rewritten	playbook:nosql-injection	tests/test_playbook.py	an injection topic, authored as a production Playbook with fixtures and an evaluation
playbooks/oauth/README.md	52ef489b9e381c4af64bbbfc6ba69b06676d6ae65841d30eaffc87f0bd7ed1a8	rewritten	playbook:oauth	tests/test_playbook.py	an authentication or Identity topic, authored as a production Playbook with fixtures and an evaluation
playbooks/oauth/oauth2-attack-via-google-oauth2-playground.md	0f4a3467bbfa22f970fe1c2481cd3e7468b25237177f1c7434534d25f2fb3375	absorbed	reference:playbooks/oauth/references/oauth2-attack-via-google-oauth2-playground.md	tests/test_playbook.py	reference material for oauth, attached to that one Playbook rather than loaded for every Agent
playbooks/oauth/oauth2.md	27f9a4dc165f04de3f263ec912d12e2ebddc775dd38fcfee3e36e137e482f50b	absorbed	reference:playbooks/oauth/references/oauth2.md	tests/test_playbook.py	reference material for oauth, attached to that one Playbook rather than loaded for every Agent
playbooks/orm/README.md	497883cee35641d99d48ac3366abfec2112b68d1dc7e0460d06ac0864e42b34c	rewritten	playbook:orm	tests/test_playbook.py	an injection topic, authored as a production Playbook with fixtures and an evaluation
playbooks/payment-workflows/README.md	6d54a742dbe64cda7e2a93cf9c4856093ae56076fc8a7b12aae1c39cf7a09fef	rewritten	playbook:payment-workflows	tests/test_playbook.py	an authorization or business-logic topic, authored as a production Playbook with fixtures and an evaluation
playbooks/race-conditions/README.md	9cca466c711e903daa7db4a87088e943b98d59e04c1fc3c9fafcc8cac470f75a	rewritten	playbook:race-conditions	tests/test_playbook.py	an authorization or business-logic topic, authored as a production Playbook with fixtures and an evaluation
playbooks/race-conditions/race-conditions-and-timing-attacks.md	2119cce17c0067809632ce0ee3aaed68ad61bcdef507b090561128d4b86f9ce3	absorbed	reference:playbooks/race-conditions/references/race-conditions-and-timing-attacks.md	tests/test_playbook.py	reference material for race-conditions, attached to that one Playbook rather than loaded for every Agent
playbooks/realtime/README.md	ac9e0b24db128c7c94c3b0e8172bfec66c3675f3fa8207120e24046be81da14d	rewritten	playbook:realtime	tests/test_playbook.py	a general API or realtime surface topic, authored as a production Playbook with fixtures and an evaluation
playbooks/request-integrity/README.md	31ecfadd5552b9295c96027169acb67e475733e3df2dd06cbd26a4eaf959bced	rewritten	playbook:request-integrity	tests/test_playbook.py	an HTTP integrity or parsing topic, authored as a production Playbook with fixtures and an evaluation
playbooks/request-integrity/cors.md	117fe146d5c739551ac13dda31cbedc1483b00e5bbb68754ba6ab4928c1f65f7	absorbed	reference:playbooks/request-integrity/references/cors.md	tests/test_playbook.py	reference material for request-integrity, attached to that one Playbook rather than loaded for every Agent
playbooks/request-integrity/csrf.md	19bd0c0e2a31d3490cb1edad8f5119e6ae8381a82519db6fa36045fb563cb15b	absorbed	reference:playbooks/request-integrity/references/csrf.md	tests/test_playbook.py	reference material for request-integrity, attached to that one Playbook rather than loaded for every Agent
playbooks/request-parsing/README.md	a5ad2dca6c023cba2d6afcf47d7ad5c12a6a742ac76b10c54cc6d2440b61e310	rewritten	playbook:request-parsing	tests/test_playbook.py	an HTTP integrity or parsing topic, authored as a production Playbook with fixtures and an evaluation
playbooks/request-parsing/http-attacks-crlf-injection-and-response-splitting.md	5147f3690fb33acd45a69193a4744da579398be66c500c2cbf87d0186a54b8ef	absorbed	reference:playbooks/request-parsing/references/http-attacks-crlf-injection-and-response-splitting.md	tests/test_playbook.py	reference material for request-parsing, attached to that one Playbook rather than loaded for every Agent
playbooks/request-parsing/http-attacks-host-header.md	640f1f82e1ae43d549d577a3600f67839662c8a430ac4b5f5c8beade3f3ad5ae	absorbed	reference:playbooks/request-parsing/references/http-attacks-host-header.md	tests/test_playbook.py	reference material for request-parsing, attached to that one Playbook rather than loaded for every Agent
playbooks/request-parsing/parameter-pollution.md	11a4ef0e630393a2f05559914f65f71552967a4faeff0becab82d5a859ca1f0c	absorbed	reference:playbooks/request-parsing/references/parameter-pollution.md	tests/test_playbook.py	reference material for request-parsing, attached to that one Playbook rather than loaded for every Agent
playbooks/request-parsing/waf-bypasses.md	50b26f822189e704cd1b49c2e42bdbaaa4af9f47ebe716dd43072415de72c418	absorbed	reference:playbooks/request-parsing/references/waf-bypasses.md	tests/test_playbook.py	reference material for request-parsing, attached to that one Playbook rather than loaded for every Agent
playbooks/routing/README.md	fcebea501c05295ead2347c1c31921eb367cc72ad147a11088473b71425845d4	rewritten	playbook:routing	tests/test_playbook.py	an authorization or business-logic topic, authored as a production Playbook with fixtures and an evaluation
playbooks/routing/http-attacks-verb-tampering.md	8bdfe682f8a77ac773c70b0ca50dcfba62ab83ac8f38ea8ac53f0cf78fb6970d	absorbed	reference:playbooks/routing/references/http-attacks-verb-tampering.md	tests/test_playbook.py	reference material for routing, attached to that one Playbook rather than loaded for every Agent
playbooks/routing/status-code-bypass.md	7b9416260b745eaeeee2c39b214d4abd40cda7aaaf7665357b3429881dc1648d	absorbed	reference:playbooks/routing/references/status-code-bypass.md	tests/test_playbook.py	reference material for routing, attached to that one Playbook rather than loaded for every Agent
playbooks/secrets/README.md	8dc645f89e876f2227a5019390ab3a450653702abbdf2dd115932a47d50cef5a	rewritten	playbook:secrets	tests/test_playbook.py	a server-side, file or disclosure topic, authored as a production Playbook with fixtures and an evaluation
playbooks/spreadsheet-injection/README.md	9dfa369cb0f7b3a79eb0cf953e85e6ad12ad8b38540d113510dec61ac913484f	rewritten	playbook:spreadsheet-injection	tests/test_playbook.py	an injection topic, authored as a production Playbook with fixtures and an evaluation
playbooks/sql-injection/README.md	93474e4d77ed4b6de51e2affe50c7185ad94428930a1ad5f450dc9f7f88b2c22	rewritten	playbook:sql-injection	tests/test_playbook.py	an injection topic, authored as a production Playbook with fixtures and an evaluation
playbooks/sql-injection/sqli-advanced-sqli-techniques.md	2bbc697f3f5b5966469f3ca4f603c5672fd559caa79ee1dcb4809eeb5b6cd53a	absorbed	reference:playbooks/sql-injection/references/sqli-advanced-sqli-techniques.md	tests/test_playbook.py	reference material for sql-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/sql-injection/sqli-advanced-sqlmap.md	a81d2a338ad5a41e7da1555e65aec4a1bc1807a1020bc5170c7310af76ce8e63	absorbed	reference:playbooks/sql-injection/references/sqli-advanced-sqlmap.md	tests/test_playbook.py	reference material for sql-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/sql-injection/sqli-blind-sql-injection.md	04c0b2b2d9d1a9150f5b4578da1b206a8a0d7c054d52ddeec6b06b0a9567b4ef	absorbed	reference:playbooks/sql-injection/references/sqli-blind-sql-injection.md	tests/test_playbook.py	reference material for sql-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/sql-injection/sqli-custom-tampering.md	2386e61f0501fc3e8f2774cdeaefee099e9c76cc3b3aa5c0895d1578824d705f	absorbed	reference:playbooks/sql-injection/references/sqli-custom-tampering.md	tests/test_playbook.py	reference material for sql-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/sql-injection/sqli-identifying-vulnerabilities.md	d3c97dbf009c2c22ee61a160c0e507b403bbbf1beee349554b6adef3c7e6c198	absorbed	reference:playbooks/sql-injection/references/sqli-identifying-vulnerabilities.md	tests/test_playbook.py	reference material for sql-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/sql-injection/sqli-intro-to-mssql-sql-server.md	69fecec59f89b905403a1368856419f91a88b9c13cf963cfb3286a6a48630bec	absorbed	reference:playbooks/sql-injection/references/sqli-intro-to-mssql-sql-server.md	tests/test_playbook.py	reference material for sql-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/sql-injection/sqli-leaking-netntlm-hashes.md	15de6c043352b8c72f742c81a4429294af986ffc074065d8f719317bfa9acdb6	absorbed	reference:playbooks/sql-injection/references/sqli-leaking-netntlm-hashes.md	tests/test_playbook.py	reference material for sql-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/sql-injection/sqli-out-of-band-dns.md	dfc0737b6d02f86d03dbde4bf752dd1c4c1d53b071aedb358a5ab444080b1e32	absorbed	reference:playbooks/sql-injection/references/sqli-out-of-band-dns.md	tests/test_playbook.py	reference material for sql-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/sql-injection/sqli-postgresql-specific-techniques.md	45f96c87a5fe3b714205eb850409ea794e62608c550fd99da76e03cf2c700fc8	absorbed	reference:playbooks/sql-injection/references/sqli-postgresql-specific-techniques.md	tests/test_playbook.py	reference material for sql-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/sql-injection/sqli-remote-code-execution.md	94d53be925fb0312128630fdf07354a6eb1576c46bfb6ba422d50ab5efa70de5	absorbed	reference:playbooks/sql-injection/references/sqli-remote-code-execution.md	tests/test_playbook.py	reference material for sql-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/sql-injection/sqli-time-based-sqli.md	fb62e1729e5590f83bba4e029299a191df744c82b85e9ca249d7d8f9e2550808	absorbed	reference:playbooks/sql-injection/references/sqli-time-based-sqli.md	tests/test_playbook.py	reference material for sql-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/sql-injection/sqli.md	e19a1b0e55a07a04996aeed1cf4238f7d9a92ec4ac4801c8fac78f29d63f0615	absorbed	reference:playbooks/sql-injection/references/sqli.md	tests/test_playbook.py	reference material for sql-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/ssrf-url-routing/README.md	37e1f48c621e9210b1e992315c0b19877b4e68dd003120505a72f37cbddac49b	rewritten	playbook:ssrf-url-routing	tests/test_playbook.py	a server-side, file or disclosure topic, authored as a production Playbook with fixtures and an evaluation
playbooks/ssrf-url-routing/dns-rebinding.md	80da0743224968aefd93267c154c8fab6ea352ff6ab5384b41b6e1651385eed7	absorbed	reference:playbooks/ssrf-url-routing/references/dns-rebinding.md	tests/test_playbook.py	reference material for ssrf-url-routing, attached to that one Playbook rather than loaded for every Agent
playbooks/ssrf-url-routing/open-redirection.md	b7cb08680830053ee8074de934966f3ca25bdc40c1b04b961a1da41e8e3ba77d	absorbed	reference:playbooks/ssrf-url-routing/references/open-redirection.md	tests/test_playbook.py	reference material for ssrf-url-routing, attached to that one Playbook rather than loaded for every Agent
playbooks/ssrf-url-routing/pdf-generators.md	5b139b0150b17edb55b4b2dd816fc058d19dfcbab3d337c2967578dc1738ad5f	absorbed	reference:playbooks/ssrf-url-routing/references/pdf-generators.md	tests/test_playbook.py	reference material for ssrf-url-routing, attached to that one Playbook rather than loaded for every Agent
playbooks/ssrf-url-routing/ssrf.md	af012056719687d81e98d7694e3a3a7c15a1b2620e3035cab50d6e329bf4391d	absorbed	reference:playbooks/ssrf-url-routing/references/ssrf.md	tests/test_playbook.py	reference material for ssrf-url-routing, attached to that one Playbook rather than loaded for every Agent
playbooks/ssti/README.md	502e4c46a3d0ca54bc79a2dcfa02d289fd16d9ab50b8660a345677c63420a203	rewritten	playbook:ssti	tests/test_playbook.py	an injection topic, authored as a production Playbook with fixtures and an evaluation
playbooks/ssti/ssti.md	4f116bc467b1565a0142e9ced2bb20e23aed91adcfc891f3f39cc5b4f36f5263	absorbed	reference:playbooks/ssti/references/ssti.md	tests/test_playbook.py	reference material for ssti, attached to that one Playbook rather than loaded for every Agent
playbooks/structured-injection/README.md	423877f5dd18ccd7587d6faf9165ca8e4809bc339897341dd6d90c9b9308b39d	rewritten	playbook:structured-injection	tests/test_playbook.py	an injection topic, authored as a production Playbook with fixtures and an evaluation
playbooks/structured-injection/smtp-header-injection.md	d4f7c4d471ad3ea4e78ae69fa76c8bed519a2c917c94c6f92b8f5157f6373351	absorbed	reference:playbooks/structured-injection/references/smtp-header-injection.md	tests/test_playbook.py	reference material for structured-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/structured-injection/xpath-injections.md	fa26865066b121f5cd39c38e131ec5c20adf5c1db63bc1402571aadac250871d	absorbed	reference:playbooks/structured-injection/references/xpath-injections.md	tests/test_playbook.py	reference material for structured-injection, attached to that one Playbook rather than loaded for every Agent
playbooks/supply-chain/README.md	0769cfc2f889d45ed06bc00f0860633418c1b85006e18be732932cc0116a4ddb	rewritten	playbook:supply-chain	tests/test_playbook.py	a platform or supply-chain topic, authored as a production Playbook with fixtures and an evaluation
playbooks/web-cache/README.md	0ce78b184bd56993a991f69d46b21ef4574a0a83d7bb061b2e8512bd981f2086	rewritten	playbook:web-cache	tests/test_playbook.py	a browser or client-side topic, authored as a production Playbook with fixtures and an evaluation
playbooks/web-cache/cache-poisoning.md	9a5e435da6088c8c0f740e6c00c07e585c204ce0fdcad4306dcc00f17bb7bd75	absorbed	reference:playbooks/web-cache/references/cache-poisoning.md	tests/test_playbook.py	reference material for web-cache, attached to that one Playbook rather than loaded for every Agent
playbooks/webauthn/README.md	b0b1f98822e000815d26c52d3b2216b15d39f9c7375c62b05ad3fbe21b567a4b	rewritten	playbook:webauthn	tests/test_playbook.py	an authentication or Identity topic, authored as a production Playbook with fixtures and an evaluation
playbooks/webhooks/README.md	50a0a12b7f5c789f4044cc52deaa73eec0d87f8925535592a49f11db7056c992	rewritten	playbook:webhooks	tests/test_playbook.py	a general API or realtime surface topic, authored as a production Playbook with fixtures and an evaluation
playbooks/workload-identities/README.md	b66e0b9dda2f3dda4b7892c5bf418a15a6d501b0025683a74e285c4b9926c29e	rewritten	playbook:workload-identities	tests/test_playbook.py	an authentication or Identity topic, authored as a production Playbook with fixtures and an evaluation
