source	sha256	area	tickets	verification
story:169	6b35909b5c5224e02378f4382a999e37ffcb3b5dda6c3ca2348a166c8240070e	skills	44	tests.test_skill.Checks
story:170	e2321c735e3fcc02d1abf963752deb4d69682d403081b635c452c770ade86e89	skills	44	tests.test_skill.RefusedByTheRoster;tests.test_skill.AgainstTheRoster
story:171	0e824bd868fe17796d8cdead16a4afc0ebe9a6093c6c7c7d04d86fc5a8c54fed	playbooks	45	tests.test_playbook.Corpus;tests.test_playbook.AgainstTheRoster
story:172	c4dba856b47134686541133526e28c475babe04894df81094ad59786674e1046	playbooks	45	tests.test_playbook.AgainstTheRoster
story:173	4e182b2c0b27a459daf5c84c8140a31723aed3f65e9f695a496a65734317957e	playbooks	45	tests.test_database.PlaybookSelectionTest
story:174	3597e62c63a6104026165666b21e1e60e7c0164858bc69292be4c513a8a598b1	playbooks	45	tests.test_database.PlaybookSelectionTest;tests.test_database.PlaybookCorpusSelectionTest
story:175	fc2c39282e6d6005cd628feca624bb802eb2a86b8427291098f7d985f08572bd	playbooks	45	tests.test_database.PlaybookSelectionTest
story:176	013b37745bb2bec91167055f012a6a7aeac465520b36df361370a1cad3c6e841	playbooks	46	tests.test_database.PlaybookEvaluationTest;tests.test_database.PlaybookSelectionTest
story:177	57b6b6024f0a2a20960d3dd047ae6bb78fc3c02e2d90add8ee8732fe70c65fef	playbooks	46	tests.test_database.PlaybookEvaluationTest
story:178	2844c2d275fb74cb45e983bc82440b41170aaa86d3db462ae544e1407634bc73	playbooks	46	tests.test_fixture.Corpus;tests.test_database.PlaybookEvaluationTest
story:179	1af36f6ceccaa50a258e088cc04662e54238fe3e072f03f4b9d287c3caa29822	playbooks	46	tests.test_verifier.IndependenceTest;tests.test_fixture.Corpus
story:180	30fe95600dfccba19c3b8a7219764cd28ff3dbfb976c50807c5e99d328970aa8	playbooks	46	tests.test_database.PlaybookEvaluationTest
story:181	f66937efa2a44bc73b276742578619a9566f505251fb88801baeeaf6632e9678	playbooks	46	tests.test_database.PlaybookEvaluationTest;tests.test_verifier.VerifierTest
story:182	d79b13ebc59460fa2feb102ed41d95f88b76a3505d6932b651413da361253188	playbooks	46	tests.test_database.PlaybookEvaluationTest;tests.test_coverage.CoverageDriftTest
story:183	646291504da38053d24ce4c5bc8b829c0767e7b9d53718876a389e97595716e0	v1_import	01	tests.test_coverage.CoverageCensusTest;gate:tools.check_baseline
story:184	6c8e320030f990decdec428b743dc0eb655f1a0dc5bdebe8c8843c84c8195be1	v1_import	47,57	gate:tools.check_dispositions;tests.test_dispositions.DispositionLedgerTest
story:185	c1931bebc72ff5d407d1b4be800ea80e439a6a2177182ceb0843d63f0af0fb78	v1_import	48	tests.test_dispositions.DispositionCoverageTest;tests.test_coverage.CoverageCatalogueTest
story:186	d74a2097f98e20c3ebff73b55fc157c2bfc89ed337e22430bf5589f3680ae820	v1_import	48	tests.test_dispositions.DispositionCoverageTest;tests.test_coverage.CoverageSkillTest
story:187	f7dacc0b4a2a9f0d0c418bbd943d53dfcae606b29a441606506453fb098153b3	playbooks	49,50,51,52,53,54,55,56	tests.test_coverage.CoverageCatalogueTest;gate:tools.check_coverage
story:188	05c8a4ef1ef0725925e94c3244bd389ced8abbe5e5856dc6bd90d8b791389670	v1_import	57	tests.test_coverage.CoverageRetirementTest
story:189	519d1b5b8717e5eeb3f4ce0a722329c35fbe449b80896e6f6bfe3f28ec6fa78f	v1_import	48,57	tests.test_coverage.CoverageReferenceTest
story:190	81d5427e9f5901919c6d6a5399d6190af8e4be5ea60be9e74f0f3eed2f6f060e	v1_import	47	tests.test_coverage.CoverageRetirementTest;tests.test_dispositions.DispositionPolicyTest
story:191	acaa68c7e3d7429729cc0d203ac222205193193be393076e5d02afdf67caa3a3	v1_import	47	tests.test_coverage.CoverageDriftTest;gate:tools.check_coverage
story:192	d696929c297734ce2cd78aeabe28c0a92c32b6da417dcb17103909d2b88448c0	v1_import	01	tests.test_secrets.TreeTest;gate:tools.check_secrets
story:193	0535c7a9e90115944209f555db37d927b9826fc282f125309c79f0ee78bd2089	v1_import	58	tests.test_database.V1ImportTest
story:194	e465e0de2d3bb794e767befe5d0378de14c6b560f0e681887476fe2bf12813a3	v1_import	58	tests.test_database.V1ImportRefusalTest;tests.test_database.V1ImportTest
story:195	34a20259ca7e628615914d17759324dc7971b4393d5190d35126719369cdc0ac	agents	37	tests.test_database.BlindValidationTest
story:196	c9eddbde2b43465341bf6b1db9e0f99afc8362c614b5f7ddfbb372cdf0e0fab3	agents	37	tests.test_roster.AuthorityTest;tests.test_database.BlindValidationTest
story:197	16cc14db996ad453b8ca2dc6201a80b64016aae19f687b2a4554619308142fcc	runtime	37	tests.test_database.BlindValidationTest;tests.test_database.ValidationCommandTest
story:198	93d6a0a423995b6ed843847e4e3ddfbacd8d2a7a04edfa7f8f510dad936d25cb	runtime	37	tests.test_database.BlindValidationTest
story:199	4ed1ee61eae1bd9a061d26f27e4a1f7a6bc063787b6e86c42ff38777c4781e6a	operator	42	tests.test_reporting.GateTest;tests.test_database.ReportProjectionTest
story:200	bc7410dadd2f05bddc6a78ec40d34a43eaadfe5410f1abe9f9314eaab6da0d17	operator	42	tests.test_reporting.PurityTest;tests.test_database.ReportProjectionTest
story:201	4a805a94cd294debb50049b133c76b541a31b8fde7a58f36355b9e3184121bca	operator	42	tests.test_reporting.NarrativeTest;tests.test_reporting.NarrativeFileTest
story:202	7f2134417f61960c77f843e6ce410d4d781f92f4d6850861eede468085d590d1	operator	42	tests.test_database.FindingReportTest;tests.test_reporting.FormTest
story:203	d129d0ae0978d5a4f7ccd3572b88ceb911b5eba610a7d0a0cdae75aeadafdfae	operator	43	tests.test_database.EvidenceBundleTest;tests.test_evidence.ManifestTest
story:204	9159afeeb2e74ffebd11f03df6a76efc9fbe0a1732223341825da2af27140bf3	operator	60	tests.test_ui.RenderingTest;tests.test_ui.ProjectionTest
story:205	99061785bbff94c5a5ca56fd796dc4511e0207c650e8d9695175e344924a47e2	operator	60	tests.test_ui.PanelTest;tests.test_ui.RenderingTest
story:206	a7ee097c030e56705b318e01fe1f55f77644e33bc0a7356ab3409bef96cf4a36	operator	60	tests.test_ui.ProjectionTest;tests.test_cli.StateCommandTest
story:207	0cb49412b5e7437d58540397b8c7233836752c3fac89d2d72f952c8fd0717cfb	operator	60	tests.test_ui.RoutingTest;tests.test_ui.SurfaceTest
story:208	d2355936661b1654a73eff48af0a05698d7d5f3074afc87c82bace4d8204c4b2	operator	43	tests.test_evidence.DestinationTest;tests.test_cli.EvidenceCommandTest
story:209	cef2e1e6f7a0e6ddef3ef66fbad41707591c9c4626a49e696bfa54cf92b54e7e	operator	60	tests.test_ui.ProjectionTest;tests.test_ui.AccessTest
story:210	e777886d3fd6dfb4e50d728127c110aa86f5d1e8eb4f2b50f2ae074960a9776c	operator	43	tests.test_evidence.ExportRefusalTest;tests.test_database.ValidationCommandTest
story:211	8b1422824a521b0b2bb82f2b790a22a3459c87b0895cc0a2f9410b2941871f67	first_hunt	02,68	tests.test_packaging.PackagingTest;tests.test_packaging.InstallationTest
story:212	5bc8aba9a42c712834843826a2c360df58a3230f98f094e5d9bc4d56833e71c8	first_hunt	16,82	tests.test_isolation.ContainerEnvironmentTest;tests.test_release.EnvironmentTest
story:213	bc1deb15ab5d144cf5c29b02fb5db29b69b9e111582994210a9153dc16bb0a7e	first_hunt	01	tests.test_baseline.BaselineCliTest;gate:tools.check_baseline
story:214	deba233b9fe88559a57b7e1d806f3d9bf934d840933f8ce6962f204b8611527f	first_hunt	76	tests.test_vault.SecretTest;tests.test_vault.ReferenceTest
story:215	54d91080b226517d81d102149c6ac95811710d6a17c34b96fc2e181abcffc010	first_hunt	06	tests.test_evidence.RedactTest;tests.test_database.StartupRefusalTest
story:216	06514505a6662596590b297f1baf5e027230663df24be6b032be0d68b2240be2	first_hunt	62	tests.test_release.PreconditionTest;gate:tools.release_gate
story:217	c7573254e3f7bb032c2bb886374eb9780899c625639932eb87a43afdc231da12	first_hunt	15	tests.test_startup.AuthResolutionManifestTest
story:218	3ca7c63656345e36878fb8d95d1f860fd6a42feca8ad659d2921f857aab2f675	first_hunt	62	tests.test_fixture.Serving;tests.test_secrets.TreeTest
story:219	8a2f36be95f01c01d8100013ff39b4d062f9c82b7ea0a81f0d3e8de3e4413166	first_hunt	62	gate:tools.check_secrets;tests.test_secrets.CheckoutTest
story:220	bc54103f6592a0226be77a7802802c99f016a0f76b4aac800f1e93d36f44710d	first_hunt	01,16	tests.test_baseline.BaselineCliTest;gate:tools.check_baseline
story:221	166ea63e772446c87fdd96607b0944c058a3d902c12d565354f22643fbdfd5fb	first_hunt	01	tests.test_baseline.BaselineCliTest;gate:tools.check_baseline
story:222	7ac578aecbc159bcb8e70a9662ed68dae7cf32da5ef8033b6253d3923974b14e	first_hunt	11	tests.test_isolation.AgentContainerIsolationTest;tests.test_database.ContainedDoorTest
story:223	4741f37fa35844046c4355d9ba8a84edf352b21d614ad691818672b3bcf5012e	long_session	61	tests.test_database.CampaignRecoveryTest;tests.test_execution.ReconciliationTest
story:224	a751c72e1c0361cdb68df43f076440eda0b2b0d59af186bc95ffb05535b995ed	long_session	61	tests.test_database.CampaignRecoveryTest
story:225	f8e355a10cacc5c74aab7e387ac4851292c9c46bc0bb8a9d652c7c27d1605189	long_session	61	tests.test_capsule.BoundTest;tests.test_packet.BoundTest
story:226	e986f679119ae6f4275c08b48904a16e3655a1c4b371aa4a5527c22d733dd35e	long_session	61	tests.test_database.SurfaceBenchmarkTest
story:227	7b97a656667ebc4d622fc028eb55d017fa2ff5c0633ffd6f0fe682293576c444	first_hunt	03	tests.test_database.CleanCreationTest;tests.test_backup.ArchiveTest
story:228	5984956fb29ee2e77684311d52662889143e19a5c2176bad186d7012cf8238f4	first_hunt	20	tests.test_database.ExecutionSliceTest;gate:tools.release_gate
story:229	2c1c65a5a44171c077f8bba4f1c7b2624ac1490423dd8cf7a55553480c128ed7	first_hunt	01	gate:tools.check_baseline;tests.test_database.LaneVocabularyTest
story:230	abdb2f55086d2903b91caa75852249542e8666fade31022d98a58bfbd2fca7f4	first_hunt	64	tests.test_review.FinalReviewRecordTest
decision:01	e60cf65e6d1142384b39a1b9014e4e44bc97c05a9f872ec74cb764a261148ed3	first_hunt	01	gate:tools.check_baseline;tests.test_baseline.BaselineCliTest
decision:02	b40de8db3541121578d040054ed74ad002a99d6d1dce913b79378a8c85db0f49	operator	04,20	tests.test_cli.RunCommandTest;tests.test_outcome.ExitCodeTest
decision:03	d54a39278ad9fbe1297d9ab7dccc4d17788d155612b0fe91e82837cd48802c1c	first_hunt	02	tests.test_packaging.PackagingTest;tests.test_doctor.ReadinessTest
decision:04	7ad4ff74be4ac00b5417db867387bb8b58f9453f004e57b80165f91d8614aab9	runtime	08	tests.test_config.ClosedSchemaTest;tests.test_scope.CompilationTest
decision:05	feaef3d6011d1da5ccb3692241a4f4cc340a4d32b78cf2710df6e021262eaed3	runtime	03	tests.test_database.WriteDisciplineTest;tests.test_database.ConnectionGuardTest
decision:06	9164a7c4d9c9d1d34cd360a8a97980c38b82f139026108bf718d3c4c26ca6cec	runtime	06,07	tests.test_database.ArtifactStoreTest;tests.test_database.SealedWireArtifactTest
decision:07	3caf4435b4f989f314e36b569d180520cc12cccedca9b91944a5cbdf87cbd469	runtime	09,10,11	tests.test_database.ProxyEgressTest;tests.test_isolation.AgentContainerIsolationTest
decision:08	002cc0b9c3c95899c09ea963ca82326dbd51516cffb510adeca48d9316955b3c	runtime	12	tests.test_identity.SessionTest;tests.test_vault.CredentialTest
decision:09	5821651f3d472e76f5e8166d9fc564925f7b744da7011f81816c8f9d7ccb8cb4	agents	16,17	tests.test_agent.AssertionTest;tests.test_agent.ContainedChildTest
decision:10	e6983d4edf30b813ec77f74da7102cc94ae0a272d18e9884df3523657bfb9710	agents	18,19	tests.test_roster.CompileTest;tests.test_roster.ContractSchemaTest
decision:11	46785a37f85d3c92b6c8fb33117c35e6f948739c5b05d5e39e3192c89efed758	long_session	28	tests.test_packet.BoundTest;tests.test_capsule.BoundTest;tests.test_database.ExecutionSliceTest.test_the_child_is_told_what_it_may_spend_and_what_ends_it
decision:12	070c8c4e051f15b0702809e5b01fc9da4aa62992bbf7bf81fc6413b0cdc00414	runtime	23,24,25,26	tests.test_database.SlateClaimTest;tests.test_database.LeaseTest
decision:13	9e64498e5dd74d9f2dfce30e9116c6fecd13fd60c7ddecab5cfb46f7f48ec75c	runtime	21,33,35	tests.test_database.SurfacePromotionTest;tests.test_database.HypothesisPromotionTest
decision:14	8e875c9ae53d15bff3689cf4bb55ac2773f0d02f650d020f51ca41a410817ada	runtime	39,40	tests.test_database.PivotStampTest;tests.test_database.KillChainTest
decision:15	912aac248459a66eff0490996b8237878f70a97c13b05e7336cb165abb718e14	skills	44,45,46	tests.test_skill.Corpus;tests.test_playbook.Corpus
decision:16	2de3af286be20fb56b15b255a8d441dfb1f29788f5a6113f04d6a723965cf0d0	v1_import	47,57	gate:tools.check_dispositions;tests.test_coverage.CoverageCensusTest
decision:17	0675378f38a1c362d34ec9f10856c6c0f37552972c7833446902bc734eac458a	runtime	37,42	tests.test_database.BlindValidationTest;tests.test_reporting.PurityTest
decision:18	45bc3a98f04da0599546842512548084234f98dc56a3764cf4cd36589803c461	operator	59,60	tests.test_cli.OperatorSurfaceTest;tests.test_ui.ServerTest
decision:19	10eef90571c798dddb415328ccd5252ddef60efc9d18f94d340541865ea0cca3	first_hunt	62	gate:tools.release_gate;tests.test_release.CountTest
testing:01	98b35ee4e12af4119a64bdb7daa73e7bcc01dbf20e4a571a44aa5c61930b9ec4	first_hunt	20,61	tests.test_database.ExecutionSliceTest;tests.test_cli.RunCommandTest
testing:02	058897855cb0d7f4abbf64d16dab19d47fa0c702cf933b261d5731dc9edddbbb	runtime	20	tests.test_database.ExecutionSliceTest;tests.test_database.RecordedColumnsTest
testing:03	26b2210824d5bceb784a8ade22c76118712947e1be974bb0416e054bb727c7be	runtime	15,45	tests.test_startup.AuthResolutionManifestTest;tests.test_scope.CanonicalFormTest
testing:04	499716879f9231757ccdf806fe42c8bc9d14a80b4f7e1ad56479b15d76847708	agents	16,31	tests.test_isolation.AgentContainerIsolationTest;tests.test_agent.ContainedChildTest
testing:05	3078eb6e54ea4b866c8a2c3f6d615eab65562047fe315992b9116ae55fc59a5a	agents	16	tests.test_agent.ChildTest;tests.test_agent.VectorChildTest
testing:06	601d245a39a9dc05119b983e0a51cf13e3ef28acbcf9f938173f8e580b467380	agents	15	tests.test_startup.AuthResolutionManifestTest
testing:07	1afb7205ea4e5175cf8d3bc2beb1ae846d739383dc5f336520b4c599d292a77f	agents	17	tests.test_agent.VectorChildTest;tests.test_agent.LatchTest
testing:08	ce6caa98043e4c992e0f9c0056cc65d3c539d3e13d572123ed76d812ed1cc78f	runtime	11	tests.test_database.ProxyEgressTest;tests.test_proxy.RedirectTest
testing:09	cc51a32276efc039de6eabe1bc825c33d77dc388cabe48a26bcd2e7ce7221dce	runtime	35	tests.test_database.NegativeControlTest;tests.test_database.ReplayTestRunTest
testing:10	0a935b1db90ee6a5393bb5df8c76036677a5ad91fa469257feecdad9a85a8553	runtime	07	tests.test_database.SealedWireArtifactTest;tests.test_seal.FailClosedTest
testing:11	6bbbb5d38b9356c69ed309d6c247c4649f23c143cc9d26195ef57db50b8ceb1a	runtime	03	tests.test_database.CleanCreationTest;tests.test_backup.ArchiveTest
testing:12	c9ff806142cb02ec68dc94e28b604a63cc8c9fc5075e390170b8b656a5e5e15a	long_session	61	tests.test_database.CampaignRecoveryTest;tests.test_execution.ReconciliationTest
testing:13	8cbb7dbd076f4a1c788a6d84f7d12e0516c8be8e0b8aba3493aa47a21ac124aa	runtime	23,26	tests.test_database.SlateClaimTest;tests.test_database.TaskRankingTest
testing:14	04fec6abaa9623d720116a8e4e7585f6ab80a6c51e4842a10e0f58b5b935a5b6	long_session	61	tests.test_database.CampaignRecoveryTest
testing:15	ff86e0a51ffb86facb0524ed6fe06be3c3fb5485020b2aa9fbefbe7eab7c3385	long_session	61	tests.test_packet.BoundTest;tests.test_capsule.BoundTest
testing:16	24bfb4b180f68c01ca61b742e70093db79bd5ed71ca3194f2215b8e56dfb7f93	runtime	33,36	tests.test_database.HypothesisPromotionTest;tests.test_database.CandidateFindingTest
testing:17	a282e608f8a464af1f17208ac7c161f9fc0ab9f0f41d98b5b415c09f8b1a6bfb	runtime	40	tests.test_database.KillChainTest
testing:18	dff5722bb5ae6d184655cf7ce020cb5ca508130cf95500ddf77a0fa38cf7a662	skills	44,45	tests.test_skill.Refusals;tests.test_playbook.Refusals
testing:19	01c5cbb342bcb215b0c462411d2647ddbd0b5fcbd8f43480efd13f9e51003bf5	v1_import	47	gate:tools.check_coverage;tests.test_coverage.CoverageCensusTest
testing:20	d225e874b1ec86df8e68e3401b8044a11ab22655e4eac90d60e12333a1606f85	v1_import	58	tests.test_legacy.ExportShapeTest;tests.test_database.V1ImportRefusalTest
testing:21	4bd4058ecba12847339dbe6732bfb35ad1d5e42909eac51651d8c0e5cbfb2bc1	operator	42	tests.test_reporting.PurityTest;tests.test_reporting.GateTest
testing:22	4e86931be9c90ef9068c0045fdf0c2423f210fa369622b5ebe8d1677dd983bd7	first_hunt	62	gate:tools.check_secrets;tests.test_secrets.TreeTest
testing:23	7f728b8de32c27b888ca96b9f8a7ec71e35305f8079893bbb03ddf6010515178	long_session	61	tests.test_database.SurfaceBenchmarkTest
testing:24	348f4cb8522c33c4b8c9c0a286f534f387adc2420ad30f12b7afeda54716575b	first_hunt	62,64,65	gate:tools.release_gate;tests.test_review.FinalReviewRecordTest;owed:65
scope:01	e55aca5ccd2738c6b4e0fd10a8e20c2c54575c6064ff86a7b382e005360abe18	v1_import	47	tests.test_coverage.CoverageRetirementTest;tests.test_dispositions.DispositionPolicyTest
scope:02	f43ff6a505aaad1a6345ea1e9011ff7227d565addf675f2ace6b6e2d9eca0ac4	runtime	08	tests.test_scope.DiscoveryTest;tests.test_scope.PermissionTest
scope:03	d4d0ab17dc201093ec622c191c739b128beca440db0c8b135af08214fda9f880	runtime	38	tests.test_scope.PermissionTest;tests.test_database.ImpactProofTest
scope:04	02eac77bfb4aa363d850db6efcf1fe4482fe7446caa581e0097a868df2fa12a0	operator	43	tests.test_evidence.ExportRefusalTest
scope:05	39c9121e9fbcc434f149cd4d373b3770d44803fdc8ddb742e45fac3eb8562612	agents	17	tests.test_agent.VectorChildTest;tests.test_vault.RefusalTest
scope:06	e13c63f8333b53ad662ccb8834556b8efce016ac04ff7989ef1271c37746ac22	runtime	05	tests.test_database.ExclusiveRunTest;tests.test_database.ConnectionGuardTest
scope:07	9cfc34f4171afce56b316dc38e9a498482333164a7f588c8d7714e340d67e331	runtime	03	tests.test_database.WriteDisciplineTest;tests.test_database.RecordedColumnsTest
scope:08	a1221d2ff7a1883de42765558366a9a391ba7eeef852c366fd954fa697ed848f	v1_import	58	tests.test_database.V1ImportRefusalTest
scope:09	42872af0cd38af6440f8a5b7e1f0451f5abb3fba619d785a93a5adadc9f86760	first_hunt	01	gate:tools.check_baseline;tests.test_baseline.BaselineCliTest
note:01	9fcb7fa66bfb95de0c8f3568d7debe2058495ab9f3d13e3dd49e56b5b84e0034	first_hunt	01	gate:tools.check_baseline;tests.test_baseline.BaselineCliTest
note:02	c214192bb8dae7921b994ebc1a18f73db5558ed99c7ff08a915db0e7adebcf0c	runtime	10,11,17	tests.test_database.ProxyEgressTest;tests.test_agent.LatchTest;gate:tools.check_baseline
note:03	1eb4835b1f260b92f2a45f5b870ab12bf08df6f871d416ad9ec53799168015da	v1_import	47,57	gate:tools.check_dispositions;tests.test_coverage.CoverageRetirementTest
note:04	cc301b27215afc48bbb705c4ba160d32b7c6fc7c782d5d69bedd8d71a86c97ad	agents	18,44	tests.test_roster;tests.test_skill
note:05	21660d9f6483f089b19474b82e406b8b01451df475fa8272fbb366eceedb6c05	long_session	28,61	tests.test_capsule;tests.test_database.CampaignRecoveryTest
note:06	c8caa5aeb00313b8aa6b5ee82411f6b56afa3ca132eef0797adb4b00441c9aa7	first_hunt	61,62,63	gate:tools.check_baseline;gate:tools.check_dispositions;gate:tools.check_coverage
regression:RK-REG-001	0f517d7abeb3719093e75e832c4fc735cb80bea61f7910ae4866429756c7fc93	runtime	10,11	tests.test_database.ProxyEgressTest;tests.test_tls.EnvironmentTest
regression:RK-REG-002	338b5a717939c079fa1b0a0fc3a859c3f203d1309ce8fe65f0d4589c6e261d20	runtime	03,35	tests.test_database.ReplayTestRunTest;tests.test_database.LaneVocabularyTest
regression:RK-REG-003	71a2c2efab43cbf6856d1bec8859134a9f00a65256947e023a1f6812fc41d58d	runtime	07,43	tests.test_database.SealedWireArtifactTest;tests.test_database.EvidenceBundleTest
regression:RK-REG-004	dab35f89f2620b9ced265aca198ad90906b60fadd6b84e6e9431980db09623e6	runtime	03,04	tests.test_database.ConnectionGuardTest;tests.test_state.BoundTest
regression:RK-REG-005	d86bec86c42f39da7d4d978b767947ae11b32c3b3a7cd111c3d8daf34c2c8ca6	agents	16,17,20	tests.test_agent.ContainedChildTest;tests.test_database.ExecutionSliceTest
regression:RK-REG-006	49ab6e37ee0b51a7cfb25c9e121fdfbbfd9ca1ec0e63ed8c2817a486d1112f45	agents	17	tests.test_agent.LatchTest
regression:RK-REG-007	adfe5987873c4e016bdffd493e8ca619d963ae65124a4ca88f33d384285a88ee	runtime	03,35	tests.test_database.LaneVocabularyTest
